100,5,0.5,0.5,0.5,0.3579318716164521
100,5,0.5,0.5,0.6,0.3579318716164521
100,5,0.5,0.5,0.7,0.3579318716164521
100,5,0.5,0.5,0.8,0.3579318716164521
100,5,0.5,0.5,0.9,0.3579318716164521
100,5,0.5,0.6,0.5,0.3579318716164521
100,5,0.5,0.6,0.6,0.3579318716164521
100,5,0.5,0.6,0.7,0.3579318716164521
100,5,0.5,0.6,0.8,0.3579318716164521
100,5,0.5,0.6,0.9,0.3579318716164521
100,5,0.5,0.7,0.5,0.3579318716164521
100,5,0.5,0.7,0.6,0.3579318716164521
100,5,0.5,0.7,0.7,0.3579318716164521
100,5,0.5,0.7,0.8,0.3579318716164521
100,5,0.5,0.7,0.9,0.3579318716164521
100,5,0.5,0.8,0.5,0.3579318716164521
100,5,0.5,0.8,0.6,0.3579318716164521
100,5,0.5,0.8,0.7,0.3579318716164521
100,5,0.5,0.8,0.8,0.3579318716164521
100,5,0.5,0.8,0.9,0.3579318716164521
500,5,0.5,0.5,0.5,0.35628509669763214
500,5,0.5,0.5,0.8,0.35628509669763214
500,5,0.5,0.8,0.5,0.35628509669763214
500,5,0.5,0.8,0.8,0.35628509669763214
500,5,0.8,0.5,0.5,0.35628509669763214
500,5,0.8,0.5,0.8,0.35628509669763214
